"filename", "language", "Java", "JSON with Comments", "Markdown", "comment", "blank", "total"
"/workspaces/my.OOP/src/Lab_04/WorkParttime/ParttimeEmployee.java", "Java", 29, 0, 0, 0, 9, 38
"/workspaces/my.OOP/src/Lab_04/WorkParttime/Person.java", "Java", 28, 0, 0, 0, 9, 37
"/workspaces/my.OOP/src/Lab_04/WorkParttime/Tester.java", "Java", 19, 0, 0, 0, 3, 22
"/workspaces/my.OOP/src/Lab_05/EmployeeAndProductionWorker/Employee.java", "Java", 37, 0, 0, 0, 9, 46
"/workspaces/my.OOP/src/Lab_05/EmployeeAndProductionWorker/ProductionWorker.java", "Java", 33, 0, 0, 0, 12, 45
"/workspaces/my.OOP/src/Lab_05/EmployeeAndProductionWorker/Tester.java", "Java", 43, 0, 0, 0, 13, 56
"/workspaces/my.OOP/src/Lab_05/RectangleAndBox/Box.java", "Java", 33, 0, 0, 0, 6, 39
"/workspaces/my.OOP/src/Lab_05/RectangleAndBox/Rectangle.java", "Java", 38, 0, 0, 0, 13, 51
"/workspaces/my.OOP/src/Lab_05/RectangleAndBox/Tester.java", "Java", 47, 0, 0, 0, 14, 61
"/workspaces/my.OOP/src/Lab_06/Employee/Employee.java", "Java", 31, 0, 0, 0, 12, 43
"/workspaces/my.OOP/src/Lab_06/Employee/Manager.java", "Java", 18, 0, 0, 0, 5, 23
"/workspaces/my.OOP/src/Lab_06/Employee/Programmer.java", "Java", 36, 0, 0, 0, 11, 47
"/workspaces/my.OOP/src/Lab_06/Employee/Sales.java", "Java", 25, 0, 0, 0, 8, 33
"/workspaces/my.OOP/src/Lab_06/Employee/Tester.java", "Java", 21, 0, 0, 0, 6, 27
"/workspaces/my.OOP/src/Lab_06/Employee/Tester2.java", "Java", 44, 0, 0, 0, 10, 54
"/workspaces/my.OOP/src/Lab_06/Person/Person.java", "Java", 13, 0, 0, 0, 2, 15
"/workspaces/my.OOP/src/Lab_06/Person/Police.java", "Java", 13, 0, 0, 2, 4, 19
"/workspaces/my.OOP/src/Lab_06/Person/Sheriff.java", "Java", 13, 0, 0, 0, 6, 19
"/workspaces/my.OOP/src/Lab_06/Person/Tester.java", "Java", 15, 0, 0, 0, 7, 22
"/workspaces/my.OOP/src/Lab_07/myZoo/Animal.java", "Java", 14, 0, 0, 0, 7, 21
"/workspaces/my.OOP/src/Lab_07/myZoo/Chicken.java", "Java", 16, 0, 0, 0, 5, 21
"/workspaces/my.OOP/src/Lab_07/myZoo/Dolphin.java", "Java", 15, 0, 0, 0, 6, 21
"/workspaces/my.OOP/src/Lab_07/myZoo/Duck.java", "Java", 16, 0, 0, 0, 5, 21
"/workspaces/my.OOP/src/Lab_07/myZoo/Fish.java", "Java", 12, 0, 0, 0, 5, 17
"/workspaces/my.OOP/src/Lab_07/myZoo/Organ.java", "Java", 15, 0, 0, 0, 6, 21
"/workspaces/my.OOP/src/Lab_07/myZoo/Parrot.java", "Java", 15, 0, 0, 0, 5, 20
"/workspaces/my.OOP/src/Lab_07/myZoo/Poultry.java", "Java", 12, 0, 0, 0, 6, 18
"/workspaces/my.OOP/src/Lab_07/myZoo/Ray.java", "Java", 16, 0, 0, 0, 5, 21
"/workspaces/my.OOP/src/Lab_07/myZoo/Shark.java", "Java", 16, 0, 0, 0, 5, 21
"/workspaces/my.OOP/src/Lab_07/myZoo/Tester.java", "Java", 39, 0, 0, 0, 15, 54
"/workspaces/my.OOP/src/Lab_08/Contact/Phonebook.java", "Java", 19, 0, 0, 0, 7, 26
"/workspaces/my.OOP/src/Lab_08/Contact/Tester.java", "Java", 45, 0, 0, 0, 10, 55
"/workspaces/my.OOP/src/Lab_08/Student/Student.java", "Java", 35, 0, 0, 0, 11, 46
"/workspaces/my.OOP/src/Lab_08/Student/Tester.java", "Java", 26, 0, 0, 6, 13, 45
"/workspaces/my.OOP/src/Lab_09/Bank/BankAccount.java", "Java", 24, 0, 0, 0, 7, 31
"/workspaces/my.OOP/src/Lab_09/Bank/Measureable.java", "Java", 4, 0, 0, 0, 1, 5
"/workspaces/my.OOP/src/Lab_09/Bank/PiggyBank.java", "Java", 43, 0, 0, 0, 5, 48
"/workspaces/my.OOP/src/Lab_09/Bank/Tester.java", "Java", 27, 0, 0, 0, 8, 35
"/workspaces/my.OOP/src/Lab_09/Name/Animal.java", "Java", 24, 0, 0, 0, 4, 28
"/workspaces/my.OOP/src/Lab_09/Name/Nameable.java", "Java", 5, 0, 0, 0, 4, 9
"/workspaces/my.OOP/src/Lab_09/Name/Person.java", "Java", 24, 0, 0, 0, 7, 31
"/workspaces/my.OOP/src/Lab_09/Name/Tester.java", "Java", 19, 0, 0, 0, 5, 24
"/workspaces/my.OOP/src/Lab_09/Name/Things.java", "Java", 24, 0, 0, 0, 6, 30
"/workspaces/my.OOP/src/Lab_09/RetailItem/CompactDisc.java", "Java", 32, 0, 0, 0, 9, 41
"/workspaces/my.OOP/src/Lab_09/RetailItem/DvdMovie.java", "Java", 23, 0, 0, 0, 7, 30
"/workspaces/my.OOP/src/Lab_09/RetailItem/RetailItem.java", "Java", 4, 0, 0, 0, 3, 7
"/workspaces/my.OOP/src/Lab_09/RetailItem/Tester.java", "Java", 9, 0, 0, 0, 4, 13
"/workspaces/my.OOP/src/Lab_10/Check_score.java", "Java", 19, 0, 0, 0, 7, 26
"/workspaces/my.OOP/src/Lab_10/Check_student.java", "Java", 29, 0, 0, 0, 8, 37
"/workspaces/my.OOP/src/Lab_10/Check_student2.java", "Java", 25, 0, 0, 0, 7, 32
"/workspaces/my.OOP/src/Lab_10/Check_text.java", "Java", 19, 0, 0, 0, 5, 24
"/workspaces/my.OOP/src/Lab_11/BankAccount/AccountTest.java", "Java", 17, 0, 0, 0, 5, 22
"/workspaces/my.OOP/src/Lab_11/BankAccount/BankAccount.java", "Java", 14, 0, 0, 0, 8, 22
"/workspaces/my.OOP/src/Lab_11/BankAccount/NegativeBalance.java", "Java", 9, 0, 0, 0, 4, 13
"/workspaces/my.OOP/src/Lab_11/Ex1.java", "Java", 21, 0, 0, 0, 8, 29
"/workspaces/my.OOP/src/Lab_11/SaleReport/SalesReport.java", "Java", 32, 0, 0, 0, 9, 41
"/workspaces/my.OOP/src/Lab_12/JTextField1.java", "Java", 79, 0, 0, 2, 28, 109
"/workspaces/my.OOP/src/Lab_13/Calculator.java", "Java", 59, 0, 0, 1, 11, 71
"/workspaces/my.OOP/src/Lab_13/JTextField1.java", "Java", 112, 0, 0, 2, 33, 147
"/workspaces/my.OOP/src/Lab_13/Main.java", "Java", 16, 0, 0, 0, 1, 17
"/workspaces/my.OOP/src/Lab_13/Member.java", "Java", 86, 0, 0, 10, 18, 114
"/workspaces/my.OOP/src/Lab_13/Person.java", "Java", 63, 0, 0, 30, 14, 107
"/workspaces/my.OOP/src/Project_101/Beverage.java", "Java", 13, 0, 0, 0, 3, 16
"/workspaces/my.OOP/src/Project_101/Food.java", "Java", 12, 0, 0, 0, 2, 14
"/workspaces/my.OOP/src/Project_101/MenuItem.java", "Java", 19, 0, 0, 0, 6, 25
"/workspaces/my.OOP/src/Project_101/Order.java", "Java", 20, 0, 0, 0, 5, 25
"/workspaces/my.OOP/src/Project_101/Payment.java", "Java", 28, 0, 0, 1, 4, 33
"/workspaces/my.OOP/src/Project_101/SimplePOS_GUI.java", "Java", 191, 0, 0, 15, 33, 239
"/workspaces/my.OOP/src/Project_101/Table.java", "Java", 16, 0, 0, 0, 3, 19
"/workspaces/my.OOP/src/project101_modified/Beverage.java", "Java", 22, 0, 0, 29, 7, 58
"/workspaces/my.OOP/src/project101_modified/Customer.java", "Java", 14, 0, 0, 19, 5, 38
"/workspaces/my.OOP/src/project101_modified/Food.java", "Java", 22, 0, 0, 29, 7, 58
"/workspaces/my.OOP/src/project101_modified/MenuItem.java", "Java", 25, 0, 0, 33, 9, 67
"/workspaces/my.OOP/src/project101_modified/Order.java", "Java", 41, 0, 0, 41, 10, 92
"/workspaces/my.OOP/src/project101_modified/Payment.java", "Java", 51, 0, 0, 53, 13, 117
"/workspaces/my.OOP/src/project101_modified/Person.java", "Java", 28, 0, 0, 40, 10, 78
"/workspaces/my.OOP/src/project101_modified/Printable.java", "Java", 3, 0, 0, 6, 0, 9
"/workspaces/my.OOP/src/project101_modified/SimplePOS_GUI.java", "Java", 230, 0, 0, 40, 35, 305
"/workspaces/my.OOP/src/project101_modified/Staff.java", "Java", 14, 0, 0, 19, 5, 38
"/workspaces/my.OOP/src/project101_modified/Table.java", "Java", 47, 0, 0, 50, 14, 111
"Total", "-", 3807, 9, 46, 514, 1099, 5475
